timestamp,open,high,low,close,volume
2023-12-30,38216.07000000,38682.77000000,37689.55000000,38278.51000000,517.29575131
2023-12-29,38498.12000000,39067.83000000,37544.31000000,38217.53000000,673.86755739
2023-12-28,39156.55000000,39449.76000000,38158.41000000,38495.00000000,647.48504211
2023-12-27,38533.41000000,39386.00000000,38200.00000000,39151.63000000,569.19493673
2023-12-26,39583.10000000,39599.75000000,37755.39000000,38530.92000000,509.61012104
2023-12-25,39195.20000000,39867.88000000,38952.89000000,39582.57000000,284.21827708
2023-12-24,39810.33000000,40005.45000000,38814.95000000,39172.06000000,426.16169940
2023-12-23,39998.13000000,40014.22000000,39395.00000000,39813.94000000,201.46719337
2023-12-22,39877.59000000,40390.00000000,39405.23000000,39996.65000000,499.54311232
2023-12-21,39898.26000000,40264.94000000,39474.31000000,39875.32000000,672.40043398
2023-12-20,38517.47000000,40428.10000000,38488.45000000,39880.00000000,625.93566650
